Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Polaris,United States,Minnesota,,,,Owner Connection Representative
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Polaris,United States,Minnesota,,,,Powertrain Engineer
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Polaris,United States,Wisconsin,,,,Sales DP
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,PwC,United States,Minnesota,,,,Associate business controls consultant 
2024,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Prince of Peace Lutheran Church,United States,Minnesota,,,,Manager
2024,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,United States,Minnesota,,,,au' pair
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Proctor & Gamble,United States,Iowa,,,,Plant Process Engineer 
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Promet Optics,United States,Minnesota,,,,Production Manager
2024,Software Engineering,School of Engineering,Graduate level degree,Employed Full-Time,Provenance Healthcare Staffing,Nigeria,Minnesota,,,,Principal Product Manager
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,PwC,United States,Minnesota,,,,Audit Associate
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Quantum STEAM Academy Public Charter School,United States,Minnesota,,,,Special Education Teacher
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,RAM benefits ,United States,Minnesota,,,,Employee benefits advisor 
2024,Social Work,College of Health,Bachelor's degree,Employed Full-Time,Ramsey County,United States,Minnesota,,,,Environmental Health Outreach and Coordinator Intership
2024,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Revolution Screen Works ,United States,Minnesota,,,,Shipping and receiving manager
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Reyes Coca Cola,United States,Minnesota,,,,Account Manager
2024,Biology,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,River Valley Health Services ,United States,Minnesota,,,,Clinical assistant 
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Roers Companies,United States,Minnesota,,,,Financial Analysis
2024,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,Ron Clark Construction,United States,Minnesota,,,,Development Associate
2024,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,RSM US LLP,United States,Florida,,,,Data & Digital Services Associate
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,Saint Mary's College,United States,Indiana,,,,MSW Assistant Professor 
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Saint Paul Public Schools,United States,Minnesota,,,,"Special Education, Federal Setting III Emotional Behavioural Disorder"
2024,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Sanofi,United States,Minnesota,,,,Field Reimbursement Manager
2021,Elementary Education (K-6),,Bachelor's Degree,"None of the above and not employed, not seeking employment",,,North Carolina,,,,
2024,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Science Museum of Minnesota,United States,Minnesota,,,,"VP, Mission Advancement"
2024,Philosophy,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Seton Education Partners,,,,,,Educational Support in a publich charter school
2024,Philosophy,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Seton Teaching Foundation ,United States,Wisconsin,,,,Seton Teaching Fellow
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Seurian Financial,United States,Wisconsin,,,,Actuarial Analyst
2024,Early Childhood Special Educ,School of Education,Graduate level degree,Employed Full-Time,South Washinton County Schools,United States,Minnesota,,,,Early Childhood Special Education
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,SPS Commerce,United States,Minnesota,,,,Associate Community Account Executive
2024,Statistics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,SPS Commerce,United States,Minnesota,,,,Associate customer support analyst
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,SPS Commerce,United States,Minnesota,,,,Associate Consultant
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,SRF Consulting,United States,Minnesota,,,,Design Engineer I
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,SRF Consulting,United States,Minnesota,,,,Civil Engineer
2024,Social Work,College of Health,Graduate level degree,Employed Part-Time,St. David's Center ,United States,Minnesota,,,,Mental Health Practioner
2024,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,State Farm,United States,Florida,,,,Account Manager
2024,Information Technology,School of Engineering,Graduate level degree,Employed Full-Time,State of Minnesota,United States,Minnesota,,,,Information Technology Specialist
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Target,United States,Minnesota,,,,Senior Manager Global Business Integration
2024,Psychology,College of Arts & Sciences,Bachelor's degree,Employed part-time (less than 30 hours per week),Teachers on Call,United States,South Dakota,,,,Substitute teacher
2024,Environmental Sci (Biology),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Tetra Tech,United States,Minnesota,,,,Environmental Scientist
2024,Environmental Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Tetra Tech,United States,Minnesota,,,,Environmental Scientist
2024,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,"The Beard Group, Inc",United States,Minnesota,,,,Associate Developer
2024,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,The Bridge Autism Clinic,,,,,,Behavior Therapist
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,The Toro Company,United States,Minnesota,,,,Operations Buyer
2024,Public Health,College of Health,Bachelor's degree,Employed Full-Time,The Walt Disney Company,United States,Minnesota,,,,
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Thrivent,United States,Minnesota,,,,Actuarial Analyst
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Totino-Grace High School ,United States,Minnesota,,,,Special Education Teacher 
2024,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,Traction Capital,United States,Minnesota,,,,Private Equity Fellow
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Trane Technologies,United States,Minnesota,,,,Building Controls Engineering Manager
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Travelers,United States,Minnesota,,,,Actuarial Consultant
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,True Search,United States,Minnesota,,,,Executive Search Analyst
2024,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,Twin Cities Orthopedics,,,,,,Physical Therapy Technician
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Twin City Fans,United States,Minnesota,,,,Design Engineer
2024,Data Science,School of Engineering,Graduate level degree,Employed Full-Time,U.S. Bank,United States,Minnesota,,,,Data Scientist
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. Bank,United States,Minnesota,,,,Project manager 
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ultimus LeverPoint ,United States,Minnesota,,,,Fund Accountant
2024,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,Unbakeable,United States,Minnesota,,,,Owner
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,Sales Rotational Agent
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Group,United States,Wisconsin,,,,Sales Agent
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,Business Analyst
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,Analyst Rotational Program
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,Actuarial Analyst
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,ULE Associate Director
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,Financial Analysts 
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,United Health Group,United States,Minnesota,,,,"Director, Operations"
2024,Educ Leadership & Learning,School of Education,Graduate level degree,Employed Full-Time,University of St. Thomas,United States,Minnesota,,,,Clinical Professor
2024,Pastoral Leadership,School of Divinity,Graduate level degree,Employed Full-Time,University of St. Thomas,United States,Minnesota,,,,Executive Assistant to the Rector and Vice President
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,University of St. Thomas,United States,Minnesota,,,,"Assistant Director of Development, Opus College of Business"
2024,Creative Writing & Publishing,College of Arts & Sciences,Graduate level degree,Employed Full-Time,University of St. Thomas,United States,Minnesota,,,,Graduate Recruiter
2024,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,,United States,Minnesota,,,,teacher
2024,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,Upland Real Estate Group,United States,Minnesota,,,,Brokerage Analyst
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Uponor,United States,Minnesota,,,,Learning and development specialist
2024,Economics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,U.S. Bank,United States,Minnesota,,,,Financial analyst 
2024,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,USI,United States,Minnesota,,,,Employee benefits account representative
2024,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,VOCxI,United States,Minnesota,,,,Computer Engineer
2024,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Voyageurs Conservancy,United States,Minnesota,,,,Fisheries & Aquatic Ecology Field Fellow
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Wakely,United States,Minnesota,,,,Actuarial Analyst
2024,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Washburn,United States,Minnesota,,,,Intensive In Home Therapist
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,WBLSD,United States,Minnesota,,,,Special Education Teacher
2024,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Wealth Enhancement Group,United States,Minnesota,,,,Business Development Analyst 
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Wei Labs ,,,,,,Account Manager 
2024,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Wells Fargo,United States,Minnesota,,,,Data Engineer
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Wells Fargo,United States,Minnesota,,,,Commercial Banking Analyst
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Wells Fargo ,United States,Nebraska,,,,Financial Analyst
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Western Wisconsin Health,United States,Wisconsin,,,,Nurse
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Westinghouse Electric Company ,United States,Minnesota,,,,Mechanical Engineer 
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Westwood Professional Services,United States,Minnesota,,,,Staff Engineer
2024,Environmental Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Westwood Professional Services,United States,Minnesota,,,,Construction Stormwater Specialist
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Winmark the Resale Company ,United States,Minnesota,,,,Senior Operations Manager
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Deloitte,,North Carolina,,,,Analyst in Risk and Financial Advisory
