Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,English - Creative Writing,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Technology Management,School of Engineering,Graduate level degree,Employed Full-Time,Reell Precision Manufacturing,,Minnesota,,,,Product Engineering Manager
2022,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed Full-Time,Reed Behavioral Health,,Minnesota,,,,Outpatient Therapist
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Economics - Public Policy,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Music Education,College of Arts & Sciences,Graduate level degree,Employed Full-Time,Big Lake Schools,,Minnesota,,,,Elementary Music Teacher
2022,Publc Safety & Law Enfr Ldrshp,College of Arts & Sciences,Graduate level degree,Employed Full-Time,White Bear Lake Police Department,,Minnesota,,,,Police Sergeant
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,KIPP MN,,Minnesota,,,,VP of External Affairs
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,CENTRACARE,,Minnesota,,,,"Physician director, Medical subspecialities."
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,"Entegris, Inc",,Minnesota,,,,Program Manager
2022,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Mechanical Engineering,School of Engineering,Graduate level degree,Employed Full-Time,3M,,Minnesota,,,,Lab Research Engineer
2022,Exercise Science,College of Health,Bachelor's degree,Employed Part-Time,,,Minnesota,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Computer Engineering,School of Engineering,Bachelor's degree,Enrolled in a program for continuing education,,,Florida,,,,
2022,Public Health,College of Health,Bachelor's degree,Employed Part-Time,,,Minnesota,,,,
2022,Social Work Advanced Standing,College of Health,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Part-Time,,,Minnesota,,,,
2022,Digital Media Arts,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Social Work,College of Health,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Publc Safety & Law Enfr Ldrshp,College of Arts & Sciences,Graduate level degree,Employed Full-Time,City of Mendota Heights,,Minnesota,,,,Police Officer
2022,Early Childhood Special Educ,School of Education,Graduate level degree,Employed Full-Time,South Washington County School District,,Minnesota,,,,Early Childhood Special Ed. Teacher
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,,,Minnesota,,,,
2022,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Mississippi,,,,
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Missouri,,,,
2022,Strategic Comm: Ad and PR,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Nebraska,,,,
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,"None of the above and not employed, not seeking employment",,,New York,,,,
2022,Accounting,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Health Care Innovation,Opus College of Business,Graduate level degree,Employed Full-Time,Hennepin Healthcare,,Minnesota,,,,Communications Specialist
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,North Dakota,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,North Dakota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,North Dakota,,,,
2022,Biology,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Biology,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,English - Professional Writing,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Family Studies,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,,,Virginia,,,,
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,DuPont water solutions,,Minnesota,,,,Quality steward
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Environmental Sci (Biology),College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Law & Compliance,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Mayo Clinic,,Minnesota,,,,"Faculty physician, regional director of hospital practice/operations"
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,English,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Criminal Justice,College of Arts & Sciences,Bachelor's degree,"Not employed, currently seeking employment",,,Wisconsin,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,Elementary Education (K-6),School of Education,Bachelor's degree,"Not employed, currently seeking employment",,,Wisconsin,,,,
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Continuing Education,,,Minnesota,,,,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,The Toro Company,,Minnesota,,,,Associate Brand Marketing Manager
2022,COJO Persuasion/Soc Influence,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Economics - International,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,North Dakota,,,,
2022,Catholic Studies,College of Arts & Sciences,Graduate level degree,Employed Full-Time,Holy Spirit Academy,,Minnesota,,,,High School Teacher
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Mathematics (Applied Track),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Catholic Studies,College of Arts & Sciences,Graduate level degree,Employed Part-Time,Artistry Theater & Visual Arts,,Minnesota,,,,Producing Associate
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Mps,,Minnesota,,,,Teacher
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Leadership In Student Affairs,School of Education,Graduate level degree,Employed Full-Time,Florida Southern College,,Minnesota,,,,Community Director
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Part-Time,,,Wisconsin,,,,
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Bus Admin - Communication,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Statistics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Biology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Syngenta,,Minnesota,,,,Marketing Lead
2022,Biology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Twelve Consulting Geoup,,Minnesota,,,,Anaplan Enablement Lead
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Gen Business Mgmt,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Public Health,College of Health,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,Wells Fargo,,Minnesota,,,,Software engineer
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,CVS Health,,Minnesota,,,,Senior Manager
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,ISD 200,,Minnesota,,,,Special education teacher
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,Seagate Technology,,Minnesota,,,,Reliability Telemetry Data Analyst
2022,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Theology,School of Divinity,Graduate level degree,Not seeking employment or education at this time,,,Minnesota,,,,
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,Cboe,,Minnesota,,,,Sr Software Engineer
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Electrical Engineering,School of Engineering,Graduate level degree,Employed Full-Time,MISO,,Minnesota,,,,System Operations Engineer
2022,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Electrical Engineering,School of Engineering,Graduate level degree,Employed Full-Time,ViVi Bubble Tea,,Minnesota,,,,Owner
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Wisconsin,,,,
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Full-Time,,,,University of Saint Thomas,Certificate,Business,
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,,,,
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Hmong college prep academy,,Minnesota,,,,Special Education teacher
2022,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,"Not employed, currently seeking employment",,,,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,,,,,
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,,,,,
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,,,,,
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,(Im)possible Cosmos,United States,Minnesota,,,,Flight Director
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,3M,United States,,,,,IT Analyst
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,3M,United States,Minnesota,,,,Research Assistant
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,3M,United States,Minnesota,,,,Technology Services Intern
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,3M,United States,Minnesota,,,,Integrated Marketing Coordinator
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,3M,United States,Minnesota,,,,Master Data Analyst
2023,English,College of Arts & Sciences,Graduate level degree,Employed full-time,3M,United States,Minnesota,,,,Web Project Coordinator
2023,Manufacturing Engineering,School of Engineering,Graduate level degree,Employed full-time,3M,United States,Minnesota,,,,Subject Matter Expert
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,3M,United States,Minnesota,,,,Auto Body Shop Technician
2023,Health Care Innovation,Opus College of Business,Graduate level degree,Employed full-time,Abbott Laboratories,United States,Minnesota,,,,Account Manager
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Abbott Laboratories,United States,Minnesota,,,,IT Analyst
2023,Mechanical Engineering,School of Engineering,Graduate level degree,Employed full-time,Abbott Laboratories,United States,Minnesota,,,,Research and Development Engineer
2023,Mechanical Engineering,School of Engineering,Graduate level degree,Employed full-time,Abbott Laboratories,United States,Minnesota,,,,Product Development Engineer
2023,Leadership & Management,Opus College of Business,Bachelor's degree,Employed full-time,Abcom USA,United States,Minnesota,,,,
2023,Leadership & Management,Opus College of Business,Bachelor's degree,Employed full-time,Abcom USA,United States,Minnesota,,,,National Vice President
2023,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed full-time,Abdur Razzaq Counseling & Social Architecture PA,United States,Minnesota,,,,Chief Executive Officer
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Accenture,United States,Minnesota,,,,Consumer Insights Consultant
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Acowsay Designs,United States,Minnesota,,,,Special Projects Assistant
2023,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Acr Homes,United States,Minnesota,,,,Direct Care Professional
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,ADP,United States,Minnesota,,,,Associate District Manager
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Advanced Inspection Services,United States,Minnesota,,,,Sales Engineer
2023,Health Care MBA,Opus College of Business,Graduate level degree,Employed full-time,Agency Chief,United States,Minnesota,,,,Member-at-Large
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Alive Risk,United States,Minnesota,,,,Underwriter
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Alliance Bank,United States,Minnesota,,,,Commercial Portfolio Manager
2023,Civil Engineering,School of Engineering,Bachelor's degree,Employed full-time,Alliant Engineering,United States,Minnesota,,,,Transportation Engineer
2023,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed full-time,Allianz,United States,Minnesota,,,,Consultant
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Allianz,United States,Minnesota,,,,Actuarial Analyst
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Allianz,United States,Minnesota,,,,Internal Sales Consultant
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Allianz,United States,Minnesota,,,,Actuarial Analyst
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Allianz,United States,Minnesota,,,,Actuarial Analyst
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allianz,United States,Minnesota,,,,Director of Strategic Planning
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allianz,United States,Minnesota,,,,Principal Financial Analyst
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allianz,United States,Minnesota,,,,Project Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allianz,United States,Minnesota,,,,Strategic Planning Manager
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Allianz,United States,Minnesota,,,,Operations Analyst
2023,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed full-time,Allina Health,United States,Minnesota,,,,Laboratory Assistant
2023,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Allina Health,United States,Minnesota,,,,Emergency Medical Technician
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allina Health,United States,Minnesota,,,,Workday Analyst
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Allina Health,United States,Minnesota,,,,Clinical Services Manager
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,Allina Health,United States,Minnesota,,,,Quality and Safety Manager
2023,Criminal Justice,College of Arts & Sciences,Bachelor's degree,Employed full-time,Altar'd State,United States,Minnesota,,,,Guest Lead
2023,Leadership & Management,Opus College of Business,Bachelor's degree,Employed full-time,Amazon,United States,Minnesota,,,,Area Manager
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,Amazon,United States,Minnesota,,,,Program Manager
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Amazon,United States,Minnesota,,,,Software Engineer
2023,Civil Engineering,School of Engineering,Bachelor's degree,Employed full-time,"American Engineering Testing, Inc.",United States,Minnesota,,,,Field Engineer
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,American Equity Investment Life Insurance,United States,Minnesota,,,,Investment Analyst
2023,Organization Develop & Change,Opus College of Business,Graduate level degree,Employed full-time,American Relief Agency For The Horn of Africa,United States,Minnesota,,,,Executive Director
2023,Civil Engineering,School of Engineering,Bachelor's degree,Employed full-time,American Society of Civil Engineers,United States,Minnesota,,,,Chapter Treasurer
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program Associate
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program Associate
2023,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program Associate
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Client Support Associate
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program Associate
2023,International Business,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program Associate
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Financial Advisor
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Business Systems Analyst
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Customer Service Associate
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Compensation Analyst
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Ameriprise Financial,United States,Minnesota,,,,Project Manager
2023,Social Work Advanced Standing,College of Health,Graduate level degree,Employed full-time,Amery Regional Medical Center,United States,Wisconsin,,,,Outpatient Mental Health Therapist
2023,Civil Engineering,School of Engineering,Bachelor's degree,Employed full-time,Ami Consulting Engineers,United States,Minnesota,,,,Civil Engineer
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,CDW,United States,Illinois,,,,Partner Specialist
2023,Leadership & Management,Opus College of Business,Bachelor's degree,Employed full-time,Andersen Global,United States,Minnesota,,,,Digital Marketing Coordinator
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Andersen Global,United States,Minnesota,,,,Operational Financial Analyst
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Andersen Global,United States,Minnesota,,,,Manufacturing Engineer
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Andersen Global,United States,Wisconsin,,,,Engineering Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Andersen Tile and Stone,United States,Minnesota,,,,Business Owner
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Andersen Windows,United States,Minnesota,,,,Manufacturing Engineer
2023,Social Work Advanced Standing,College of Health,Graduate level degree,Employed full-time,"Anderson & Anderson Law Firm, P.C.",United States,Minnesota,,,,Associate Attorney
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Andpak Midwest,United States,Minnesota,,,,ERP Coordinator
2023,Social Work,College of Health,Graduate level degree,Employed full-time,Andrew Residence,United States,Minnesota,,,,Mental Health Worker
2023,Elementary Education (K-6),School of Education,Bachelor's degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Teacher
2023,Early Childhood Special Educ,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Special Education Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Electrical Engineer
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Special Education Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Special Education Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Special Education Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Anoka-Hennepin School District,United States,Minnesota,,,,Paraeducator
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Api National Service Group,United States,Minnesota,,,,Accounting Team Lead
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Applebee's,United States,Minnesota,,,,Server
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Arch Capital Group Ltd.,United States,Minnesota,,,,Operations Assistant
2023,Pastoral Ministry,School of Divinity,Graduate level degree,Employed full-time,Archdiocese of Saint Paul and Minneapolis,United States,Minnesota,,,,Administrator
2023,Catholic Studies,College of Arts & Sciences,Graduate level degree,Employed full-time,Archdiocese of Saint Paul and Minneapolis,United States,Minnesota,,,,Operations Coordinator
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Arctic Wolf,United States,Minnesota,,,,Security Analyst
2023,Exercise Science,College of Health,Bachelor's degree,Employed full-time,Arkansas State University,United States,Arkansas,,,,Director of Athletic Performance
2023,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed full-time,Arquette Agency,United States,Minnesota,,,,Model
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Arrowhead Promotion & Fulfillment,United States,Minnesota,,,,Account Coordinator
2023,Leadership & Management,Opus College of Business,Bachelor's degree,Employed full-time,Ascension Academy,United States,Minnesota,,,,Major Gifts Officer
2023,Educ Leadership & Learning,School of Education,Graduate level degree,Employed full-time,Ascensus,United States,Minnesota,,,,ERISA Consultant
2023,Psychology,College of Arts & Sciences,Bachelor's degree,Employed full-time,ASGN,United States,Minnesota,,,,Technical Recruiter
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Aspen Academy,United States,Minnesota,,,,Special Education Teacher
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Aspen Academy,United States,Minnesota,,,,Special Education Teacher
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Chartwell Financial Advisory,United States,Illinois,,,,Investment Banking Analyst
2023,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Aspirus,United States,Wisconsin,,,,Emergency Medical Technician
2023,Leadership In Student Affairs,School of Education,Graduate level degree,Employed full-time,Augsburg College,United States,Minnesota,,,,Assistant Director
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed full-time,Avalon School,United States,Minnesota,,,,Special Education Teacher
2023,Accounting,Opus College of Business,Bachelor's degree,Employed full-time,Deloitte,United States,Illinois,,,,Audit and Assurance Assistant
2023,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed full-time,Bally Sports,United States,Minnesota,,,,Sales Coordinator
2023,Bus Admin - Communication,Opus College of Business,Bachelor's degree,Employed full-time,BAMCIS Talent,United States,Minnesota,,,,Recruitment Specialist
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Banner Engineering,United States,Minnesota,,,,Inside Sales Specialist
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Banner Engineering,United States,Minnesota,,,,Mechanical Design Engineer
2023,Manufacturing Engineering,School of Engineering,Graduate level degree,Employed full-time,Banner Engineering,United States,South Dakota,,,,Industrial Engineer
